question_id,class,subject,chapter,topic,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,ncert_reference
MATH_C7_1174,7,Mathematics,Connecting the Dots,Arithmetic Mean,Medium,MCQ,Find the mean of the first four even numbers,a) 4,b) 5,c) 6,d) 10,b,The numbers are 2 4 6 8. Sum is 20. Mean is 20/4 = 5,Ganita Prakash Ch 13
MATH_C7_1175,7,Mathematics,Arithmetic Expressions,BODMAS,Hard,MCQ,Simplify 10 - 2 * 3 + 4,a) 28,b) 8,c) 16,d) 12,b,Multiplication before addition and subtraction. 10 - 6 + 4 = 8,Ganita Prakash Ch 2
MATH_C7_1176,7,Mathematics,Large Numbers Around Us,Estimation,Medium,MCQ,Round the number 54321 to the nearest thousand,a) 54000,b) 55000,c) 50000,d) 54300,a,The hundreds digit 3 is less than 5 so we round down the thousands place,Ganita Prakash Ch 1
MATH_C7_1177,7,Mathematics,Expressions using Letter-Numbers,Terms,Easy,MCQ,In the algebraic expression 5x - 8 what is the variable,a) 5,b) x,c) -8,d) 5x,b,A variable is a symbol representing an unknown value usually a letter,Ganita Prakash Ch 4
MATH_C7_1178,7,Mathematics,A Peek Beyond the Point,Decimals,Medium,MCQ,What is the value of 0.12 * 10,a) 0.012,b) 1.2,c) 12.0,d) 120,b,Multiplying by 10 shifts the decimal point one place to the right,Ganita Prakash Ch 3
MATH_C7_1179,7,Mathematics,Geometric Twins,Polygons,Easy,MCQ,How many vertices does a regular hexagon have,a) 5,b) 6,c) 8,d) 12,b,A hexagon is a polygon with six sides and six vertices,Ganita Prakash II Ch 1
MATH_C7_1180,7,Mathematics,Finding the Unknown,Equations,Medium,MCQ,Solve for p if 4p = 48,a) 12,b) 44,c) 52,d) 4,a,Divide both sides by 4 to find the value of p as 12,Ganita Prakash II Ch 7
MATH_C7_1181,7,Mathematics,Connecting the Dots,Coordinate Geometry,Medium,MCQ,A point with coordinates (0 5) lies on which axis,a) X-axis,b) Y-axis,c) Origin,d) Quadrant I,b,When the x-coordinate is zero the point is located on the vertical Y-axis,Ganita Prakash Ch 13
MATH_C7_1182,7,Mathematics,Number Play,Computational Thinking,Hard,MCQ,Identify the next term in the sequence 2 4 8 16 32,a) 40,b) 48,c) 64,d) 128,c,Each term is obtained by multiplying the previous term by 2,Ganita Prakash Ch 6
MATH_C7_1183,7,Mathematics,Working with Fractions,Simplification,Medium,MCQ,The simplest form of 18/24 is,a) 9/12,b) 6/8,c) 3/4,d) 2/3,c,Divide numerator and denominator by their HCF 6 to get 3/4,Ganita Prakash Ch 8
MATH_C7_1184,7,Mathematics,Operations with Integers,Signs,Medium,MCQ,What is the value of (-25) + (-15),a) -10,b) 40,c) -40,d) 10,c,Adding two negative integers results in a more negative sum,NCERT Ch 1
MATH_C7_1185,7,Mathematics,Perimeter and Area,Square,Hard,MCQ,If the side of a square is increased by 3 cm then its perimeter increases by,a) 3 cm,b) 6 cm,c) 9 cm,d) 12 cm,d,New perimeter is 4 * (s+3) = 4s + 12 which is 12 more than original,NCERT Ch 9
SCI_C7_1171,7,Science,Adolescence,Endocrinology,Medium,MCQ,Which hormone is secreted by the ovaries in girls during puberty,a) Testosterone,b) Estrogen,c) Adrenaline,d) Thyroxine,b,Estrogen is responsible for the development of secondary sexual characteristics in girls,Curiosity Ch 6
SCI_C7_1172,7,Science,Life Processes in Animals,Respiration,Medium,MCQ,Which organ is used by insects like grasshoppers for gas exchange,a) Gills,b) Spiracles,c) Lungs,d) Skin,b,Spiracles are tiny openings on the sides of an insect's body that lead to air tubes,Curiosity Ch 9
SCI_C7_1173,7,Science,Exploring Substances,Indicators,Medium,MCQ,Which indicator remains colorless in an acidic solution,a) Litmus,b) China Rose,c) Phenolphthalein,d) Turmeric,c,Phenolphthalein is a synthetic indicator used to identify bases by turning pink,Curiosity Ch 2
SCI_C7_1174,7,Science,The World of Metals and Non-metals,Metallurgy,Hard,MCQ,Which chemical process prevents iron from rusting by coating it with zinc,a) Oxidation,b) Galvanisation,c) Neutralisation,d) Crystallisation,b,Galvanisation provides a protective layer that blocks air and moisture from reaching the iron,Curiosity Ch 4
SCI_C7_1175,7,Science,Heat Transfer in Nature,Meteorology,Hard,MCQ,During a land breeze air moves from,a) Sea to land at night,b) Land to sea at night,c) Sea to land at day,d) Land to sea at day,b,At night land cools faster than the sea creating a wind flow from land to water,Curiosity Ch 7
SCI_C7_1176,7,Science,Measurement of Time and Motion,Physics,Easy,MCQ,The rate of change of position of an object is called its,a) Speed,b) Mass,c) Volume,d) Weight,a,Speed is the distance covered by an object in a specific amount of time,Curiosity Ch 8
SCI_C7_1177,7,Science,Electricity: Circuits and Components,Circuit Basics,Medium,MCQ,In an electrical circuit a battery is a combination of two or more,a) Bulbs,b) Switches,c) Cells,d) Wires,c,Cells are linked together to provide more voltage for the circuit,Curiosity Ch 3
SCI_C7_1178,7,Science,Changes Around Us,Chemical,Medium,MCQ,Which of the following is a result of a chemical reaction,a) Melting of wax,b) Breaking of a glass bottle,c) Formation of curd from milk,d) Chopping wood,c,Formation of curd involves a permanent change where a new substance is created by bacteria,Curiosity Ch 5
SCI_C7_1179,7,Science,Wastewater Story,Microbiology,Medium,MCQ,Which type of bacteria is used in the secondary treatment of wastewater,a) Aerobic,b) Parasitic,c) Fungal,d) Viral,a,Aerobic bacteria break down organic waste in the presence of oxygen pumped into the tank,Curiosity Ch 13
SCI_C7_1180,7,Science,Life Processes in Plants,Botany,Medium,MCQ,The process of water loss from the surface of leaves is called,a) Respiration,b) Photosynthesis,c) Transpiration,d) Digestion,c,Transpiration creates a suction pull that helps draw water up from the roots,Curiosity Ch 10
SCI_C7_1181,7,Science,Light: Shadows and Reflections,Optics,Easy,MCQ,What is a smooth and highly polished reflecting surface called,a) Lens,b) Prism,c) Mirror,d) Screen,c,Mirrors follow the laws of reflection to form images of objects placed in front of them,Curiosity Ch 11
SCI_C7_1182,7,Science,Earth Moon and the Sun,Astronomy,Hard,MCQ,A solar eclipse is visible only on the part of Earth that falls under the,a) Sun's shadow,b) Moon's shadow,c) Earth's shadow,d) Mars's shadow,b,A solar eclipse occurs when the Moon passes between the Sun and Earth,Curiosity Ch 12
SCI_C7_1183,7,Science,The World of Metals and Non-metals,Biology,Hard,MCQ,Sorter's disease is an occupational hazard associated with which industry,a) Mining,b) Wool,c) Steel,d) Construction,b,Workers sorting wool can be infected by the bacterium Bacillus anthracis from animal skins,Curiosity Ch 4
SCI_C7_1184,7,Science,Exploring Substances,Neutralisation,Medium,MCQ,Which substance is used to neutralize an acidic ant sting,a) Vinegar,b) Lemon juice,c) Baking soda,d) Water,c,Baking soda is a base that counteracts the acid injected during an ant bite,Curiosity Ch 2
SCI_C7_1185,7,Science,Adolescence,Growth,Easy,MCQ,The phase of life marked by rapid physical and mental growth leading to maturity is,a) Infancy,b) Childhood,c) Adolescence,d) Senescence,c,Adolescence usually spans from age 10 to 19 and includes the onset of puberty,Curiosity Ch 6
SST_C7_1171,7,Social Science,The Rise of Empires,History,Medium,MCQ,Who founded the Mauryan Empire after defeating the Nanda dynasty,a) Ashoka,b) Chandragupta Maurya,c) Bindusara,d) Samudragupta,b,He established the first great empire with the help of his advisor Chanakya,Exploring Society Ch 5
SST_C7_1172,7,Social Science,Understanding the Weather,Atmosphere,Medium,MCQ,Which layer of the atmosphere protects us from harmful ultraviolet rays,a) Troposphere,b) Stratosphere,c) Mesosphere,d) Exosphere,b,The stratosphere contains the ozone layer which filters out most of the Sun's UV radiation,Exploring Society Ch 2
SST_C7_1173,7,Social Science,The Constitution of India,Governance,Hard,MCQ,Who was the Chairman of the Drafting Committee of the Indian Constitution,a) Jawaharlal Nehru,b) Dr Rajendra Prasad,c) Dr B R Ambedkar,d) Sardar Patel,c,Dr Ambedkar is known as the architect of the Indian Constitution for his leadership in drafting it,Exploring Society Ch 10
SST_C7_1174,7,Social Science,New Beginnings: Cities and States,Political Units,Medium,MCQ,Large political units that emerged in ancient India around 600 BCE were called,a) Janapadas,b) Mahajanapadas,c) Ganas,d) Shrenis,b,Sixteen powerful kingdoms or Mahajanapadas dominated the northern plains during this time,Exploring Society Ch 4
SST_C7_1176,7,Social Science,Geographical Diversity of India,Plateaus,Easy,MCQ,The Deccan Plateau is primarily composed of which type of rock,a) Sedimentary,b) Volcanic Basalt,c) Metamorphic,d) Sandstone,b,The plateau was formed by massive lava flows millions of years ago,Exploring Society Ch 1
SST_C7_1177,7,Social Science,From Barter to Money,Economics,Medium,MCQ,Which material was used for the earliest punch-marked coins in India,a) Gold,b) Silver,c) Iron,d) Bronze,b,Silver punch-marked coins were the primary form of metallic currency in ancient times,Exploring Society Ch 11
SST_C7_1178,7,Social Science,Understanding Markets,Trade,Easy,MCQ,A market held on a specific day of the week is known as a,a) Shopping mall,b) Neighborhood shop,c) Weekly market,d) Wholesale hub,c,Weekly markets serve local needs without permanent shop structures,Exploring Society Ch 12
SST_C7_1179,7,Social Science,Exploring Society,Civics,Hard,MCQ,Which Article of the Indian Constitution abolished the practice of Untouchability,a) Article 14,b) Article 15,c) Article 17,d) Article 21,c,Article 17 was included to ensure social equality and human dignity for all citizens,Exploring Society Ch 10
SST_C7_1180,7,Social Science,Climates of India,Monsoon,Medium,MCQ,Which city in India is globally famous for receiving the highest rainfall,a) Cherrapunji,b) Mawsynram,c) Shillong,d) Kochi,b,Mawsynram in Meghalaya is the wettest inhabited place on Earth due to monsoon trapping,Exploring Society Ch 3
SST_C7_1181,7,Social Science,New Beginnings: Cities and States,History,Hard,MCQ,The term Second Urbanisation refers to the rise of cities in which region,a) Indus Valley,b) Ganga Plains,c) Coastal Gujarat,d) Southern Kerala,b,After the decline of Harappa cities re-emerged in the Ganga valley around the 6th century BCE,Exploring Society Ch 4
SST_C7_1182,7,Social Science,The Gupta Era,History,Medium,MCQ,Why is the Gupta period often called the Golden Age of India,a) Massive gold mines,b) Constant wars,c) Progress in arts science and literature,d) High taxes,c,Achievements in mathematics medicine and Sanskrit literature were peak during this era,Exploring Society Ch 7
SST_C7_1183,7,Social Science,The Story of Indian Farming,History,Hard,MCQ,Which ancient Indian text deals with plant science and horticultural recommendations,a) Arthashastra,b) Vrikshayurveda,c) Vedas,d) Puranas,b,Surapala's Vrikshayurveda provides detailed methods for seed care and soil management,Exploring Society Ch 1
SST_C7_1184,7,Social Science,From the Rulers to the Ruled,Civics,Easy,MCQ,In a Democracy the final authority for decision making rests with,a) The Army,b) The People,c) The King,d) The Police,b,The principle of popular sovereignty means power is derived from the citizens,Exploring Society Ch 9
SST_C7_1185,7,Social Science,Understanding the Weather,Instruments,Medium,MCQ,A Rain Gauge is used by meteorologists to measure,a) Wind speed,b) Air pressure,c) Rainfall depth,d) Humidity,c,A rain gauge collects and measures the amount of liquid precipitation in a set time,Exploring Society Ch 2
ENG_C7_1171,7,English,Three Questions,Ethics,Medium,MCQ,Who is the author of the story Three Questions,a) Ruskin Bond,b) Leo Tolstoy,c) William Wordsworth,d) Anne Frank,b,Leo Tolstoy used this parable to teach important moral lessons,Honeycomb Unit 1
ENG_C7_1172,7,English,Three Questions,Theme,Hard,MCQ,According to the hermit what is the most important affair in life,a) Gaining wealth,b) Doing good to the person you are with,c) Winning a war,d) Reading many books,b,The story teaches that our purpose on Earth is to perform acts of kindness for others,Honeycomb Unit 1
ENG_C7_1173,7,English,Rani Abbakka,Vocabulary,Medium,MCQ,The word dauntless used to describe Rani Abbakka means,a) Fearful,b) Brave and fearless,c) Angry,d) Very old,b,It describes her courageous spirit in defending Ullal from foreign invasion,Poorvi Unit 5
ENG_C7_1174,7,English,My Dear Soldiers,Theme,Medium,MCQ,What is the central theme of the poem My Dear Soldiers,a) Nature and weather,b) Patriotism and sacrifice,c) Science and innovation,d) Life in a city,b,The poem honors the dedication of soldiers who protect the nation's borders,Poorvi Unit 5
ENG_C7_1175,7,English,The Tiny Teacher,Behavior,Easy,MCQ,Ants communicate with each other by touching their,a) Legs,b) Feelers,c) Wings,d) Eyes,b, antennae or feelers are used to pass messages and recognize colony members,An Alien Hand Unit 1
ENG_C7_1176,7,English,Golu Grows a Nose,Fable,Medium,MCQ,Who helped Golu pull his nose from the crocodile's grip,a) The Ostrich,b) The Python,c) The Elephant,d) The Giraffe,b,The python assisted Golu during the dangerous struggle at the riverbank,An Alien Hand Unit 3
ENG_C7_1177,7,English,The Day the River Spoke,Vocabulary,Medium,MCQ,In the story mimicking refers to,a) Copying or imitating sounds,b) Running away from home,c) Singing a loud song,d) Building a school,a,Jahnavi would often copy the sounds she heard in nature around the river,Poorvi Unit 1
ENG_C7_1178,7,English,Try Again,Moral,Easy,MCQ,The poem Try Again encourages students to show,a) Fear,b) Perseverance,c) Anger,d) Luck,b,The poem teaches that persistence in the face of failure leads to success,Poorvi Unit 1
ENG_C7_1179,7,English,Three Days to See,Character,Hard,MCQ,Helen Keller's teacher who taught her language was,a) Florence Nightingale,b) Annie Sullivan,c) Sarojini Naidu,d) Mother Teresa,b,Annie Sullivan used touch to help Helen understand the meaning of words,Poorvi Unit 1
ENG_C7_1180,7,English,An Alien Hand,Sci-Fi,Medium,MCQ,Where did Tilloo live with his parents,a) Underground colony,b) High tower,c) Forest village,d) In a boat,a,Surface conditions on Mars were too hostile for life so they lived subsurface,An Alien Hand Unit 10
ENG_C7_1181,7,English,A Funny Man,Wit,Easy,MCQ,In the poem the funny man offered a _____ instead of a rose,a) Flower,b) Currant bun,c) Book,d) Hat,b,The man used a bun to create a silly and humorous situation,Poorvi Unit 2
ENG_C7_1182,7,English,Say the Right Thing,Ethics,Medium,MCQ,Effective communication according to the chapter involves being,a) Loud and angry,b) Honest and polite,c) Fast and quiet,d) Very secretive,b,Choosing truthful and kind words is vital for good human relations,Poorvi Unit 2
ENG_C7_1183,7,English,A Gift of Chappals,Plot,Easy,MCQ,The children gave the music master's chappals to the,a) Teacher,b) Beggar,c) Ravi,d) Postman,b,They felt pity for the beggar whose feet were burning on the hot road,Honeycomb Unit 2
ENG_C7_1184,7,English,The Rebel,Poetry,Easy,MCQ,When everyone has short hair the rebel lets his hair grow,a) Short,b) Long,c) Curly,d) Blue,b,The character in the poem always chooses the opposite of the group norm,Honeycomb Poem 2
ENG_C7_1185,7,English,The Tiny Teacher,Life Cycle,Medium,MCQ,Ant larvae are specifically called,a) Cubs,b) Grubs,c) Larva,d) Puppies,b,The text uses the term grubs to describe the young ones before they become cocoons,An Alien Hand Unit 1
MATH_C7_1186,7,Mathematics,Number Play,Computational Thinking,Hard,MCQ,Find the units digit of the product of all odd numbers from 1 to 9,a) 1,b) 5,c) 9,d) 0,b,Any product involving 5 and other odd numbers will always end in 5,Ganita Prakash Ch 6
MATH_C7_1187,7,Mathematics,Finding the Unknown,Equations,Medium,MCQ,If x - 10 = 25 what is the value of x,a) 15,b) 35,c) 10,d) 5,b,Add 10 to both sides of the equation to find x is 35,Ganita Prakash Ch 15
MATH_C7_1188,7,Mathematics,A Peek Beyond the Point,Conversions,Easy,MCQ,One meter is equal to how many millimeters,a) 100 mm,b) 10 mm,c) 1000 mm,d) 10000 mm,c,Standard metric conversion shows 1 m equals 100 cm and 1000 mm,Ganita Prakash Ch 3
MATH_C7_1189,7,Mathematics,Geometric Twins,Triangle Properties,Medium,MCQ,The sum of the interior angles of a triangle is always,a) 90 degrees,b) 180 degrees,c) 360 degrees,d) 270 degrees,b,The Angle Sum Property states that triangle angles always add up to 180,Ganita Prakash II Ch 1
MATH_C7_1190,7,Mathematics,Operations with Integers,Inverses,Easy,MCQ,What is the additive inverse of 6,a) -6,b) 0,c) 1,d) 1/6,a,The additive inverse of a number a is -a such that their sum is zero,NCERT Ch 1
MATH_C7_1191,7,Mathematics,Arithmetic Expressions,Grouping,Medium,MCQ,Evaluate 5 * (10 + 2),a) 52,b) 60,c) 50,d) 12,b,According to order of operations solve parentheses first then multiply,Ganita Prakash Ch 2
MATH_C7_1192,7,Mathematics,Working with Fractions,Reciprocals,Medium,MCQ,The reciprocal of 2/3 is,a) 3/2,b) 2/3,c) 1/3,d) 1,a,Invert the numerator and denominator to find the reciprocal of a fraction,Ganita Prakash Ch 8
MATH_C7_1193,7,Mathematics,Connecting the Dots,Statistics,Hard,MCQ,Which measure is affected the most by an extreme outlier,a) Mean,b) Median,c) Mode,d) Range,a,The mean uses the sum of all values so one large or small value can skew it,Ganita Prakash Ch 13
MATH_C7_1194,7,Mathematics,Large Numbers Around Us,Place Value,Easy,MCQ,One crore is equal to how many lakhs,a) 10,b) 100,c) 1000,d) 1,b,In the Indian system one hundred lakhs make up the value of one crore,Ganita Prakash Ch 1
MATH_C7_1195,7,Mathematics,Geometric Twins,Polygons,Easy,MCQ,An equilateral triangle has how many equal sides,a) 1,b) 2,c) 3,d) 0,c,By definition all three sides of an equilateral triangle are equal in length,Ganita Prakash II Ch 1
SCI_C7_1186,7,Science,Exploring Substances,pH,Medium,MCQ,A solution that turns red litmus blue is,a) Acidic,b) Basic,c) Neutral,d) Salty,b,Bases have a pH greater than 7 and react with red litmus indicator,Curiosity Ch 2
SCI_C7_1187,7,Science,Heat Transfer in Nature,Radiation,Easy,MCQ,Heat from the Sun reaches Earth through which mode,a) Conduction,b) Convection,c) Radiation,d) Insulation,c,Radiation can travel through the vacuum of space without any medium,Curiosity Ch 7
SCI_C7_1188,7,Science,Electricity: Circuits and Components,Conductivity,Easy,MCQ,Which of the following is an insulator,a) Copper,b) Plastic,c) Aluminum,d) Iron,b,Insulators are materials that do not allow electric current to pass through,Curiosity Ch 3
SCI_C7_1189,7,Science,Changes Around Us,Oxidation,Medium,MCQ,Rusting of iron requires oxygen and what else,a) Nitrogen,b) Heat,c) Water vapor,d) Light,c,Oxidation of iron needs both air and moisture to form iron oxide,Curiosity Ch 5
SCI_C7_1190,7,Science,Life Processes in Plants,Botany,Medium,MCQ,The green pigment in leaves that traps solar energy is,a) Hemoglobin,b) Chlorophyll,c) Melanin,d) Anthocyanin,b,Chlorophyll is essential for capturing sunlight during photosynthesis,Curiosity Ch 10
SCI_C7_1191,7,Science,Measurement of Time and Motion,Physics,Easy,MCQ,The S.I. unit of speed is,a) km/h,b) m/s,c) m/min,d) cm/s,b,Meter per second is the globally accepted base unit for measuring speed,Curiosity Ch 8
SCI_C7_1192,7,Science,Life Processes in Animals,Digestion,Easy,MCQ,Digestion of food begins in which part of the body,a) Stomach,b) Mouth,c) Small intestine,d) Esophagus,b,Salivary enzymes start the breakdown of carbohydrates in the mouth,Curiosity Ch 9
SCI_C7_1193,7,Science,Light: Shadows and Reflections,Shadows,Easy,MCQ,A shadow is formed when light is blocked by which object,a) Transparent,b) Translucent,c) Opaque,d) Luminous,c,Opaque materials do not let light pass through resulting in a shadow,Curiosity Ch 11
SCI_C7_1194,7,Science,Wastewater Story,Sanitation,Medium,MCQ,Which byproduct of wastewater treatment is used as fuel,a) Scum,b) Biogas,c) Silt,d) Chlorine,b,Biogas is produced through the anaerobic decomposition of sludge,Curiosity Ch 13
SCI_C7_1195,7,Science,Heat Transfer in Nature,Conduction,Medium,MCQ,Which material is the best conductor of heat,a) Wood,b) Rubber,c) Copper,d) Glass,c,Metals like copper allow efficient transfer of thermal energy,Curiosity Ch 7
SST_C7_1186,7,Social Science,Exploring Society,Civics,Easy,MCQ,The right to vote for all adults above 18 is called,a) Elite vote,b) Universal Adult Franchise,c) Public choice,d) Majority rule,b,This principle ensures democratic equality for all adult citizens,Exploring Society Ch 10
SST_C7_1187,7,Social Science,Understanding Markets,Economics,Medium,MCQ,Supply and demand mainly decide what in a market,a) Shop location,b) Item color,c) Price,d) Shopkeeper name,c,Market forces determine the cost of goods based on availability and need,Exploring Society Ch 12
SST_C7_1188,7,Social Science,The Rise of Empires,Strategy,Medium,MCQ,Chanakya was the advisor to which famous emperor,a) Ashoka,b) Chandragupta Maurya,c) Akbar,d) Shivaji,b,Kautilya or Chanakya wrote the Arthashastra to guide the Mauryas,Exploring Society Ch 5
SST_C7_1189,7,Social Science,Geographical Diversity of India,Etymology,Easy,MCQ,The word Himalaya literally means,a) Land of snow,b) Abode of snow,c) High peak,d) Green valley,b,It is derived from the Sanskrit words hima (snow) and alaya (abode),Exploring Society Ch 1
SST_C7_1190,7,Social Science,Constitution of India,Governance,Medium,MCQ,Who led the Drafting Committee of the Constitution,a) Nehru,b) B R Ambedkar,c) Gandhi,d) Prasad,b,He is honored as the chief architect of the Indian Constitution,Exploring Society Ch 10
SST_C7_1191,7,Social Science,Understanding Weather,Atmosphere,Easy,MCQ,The force that holds the atmosphere to Earth is,a) Magnetic,b) Gravity,c) Centrifugal,d) Friction,b,Earth's gravitational pull prevents air from escaping into space,Exploring Society Ch 2
SST_C7_1192,7,Social Science,From Barter to Money,Economics,Easy,MCQ,Barter system means exchanging goods for,a) Money,b) Other goods,c) Gold,d) Paper,b,This was the earliest form of trade before currency was invented,Exploring Society Ch 11
SST_C7_1193,7,Social Science,Understanding Markets,Economics,Easy,MCQ,Shops under one roof in urban areas are found in,a) Weekly fairs,b) Shopping malls,c) Rural villages,d) Local streets,b,Malls are large enclosed retail spaces typical of cities,Exploring Society Ch 12
SST_C7_1194,7,Social Science,Climates of India,Geography,Medium,MCQ,Mawsynram which is the wettest place on Earth is in,a) Assam,b) Meghalaya,c) Nagaland,d) Mizoram,b,Meghalaya's unique topography causes extreme rainfall in this area,Exploring Society Ch 3
SST_C7_1195,7,Social Science,Exploring Society,Civics,Easy,MCQ,MLA stands for Member of,a) Local Authority,b) Legislative Assembly,c) Legal Association,d) Local Army,b,MLAs are elected by people to represent them in the state legislature,Exploring Society Ch 12
MATH_C7_1196,7,Mathematics,Finding the Unknown,Equations,Medium,MCQ,What is the value of n if 2n + 1 = 99,a) 49,b) 50,c) 48,d) 51,a,Subtract 1 from 99 to get 98 then divide by 2 to find n is 49,Ganita Prakash Ch 15
MATH_C7_1197,7,Mathematics,Connecting the Dots,Coordinate Geometry,Medium,MCQ,The y-coordinate is also known as the,a) Abscissa,b) Ordinate,c) Origin,d) Slope,b,The ordinate represents the vertical position of a point on a graph,Ganita Prakash Ch 13
MATH_C7_1198,7,Mathematics,A Peek Beyond the Point,Rounding,Hard,MCQ,Round 38769957 to the nearest ten lakh,a) 38000000,b) 39000000,c) 40000000,d) 38800000,b,Since the lakhs digit 7 is greater than 5 we round up the ten lakh place,Ganita Prakash Ch 1
MATH_C7_1199,7,Mathematics,Arithmetic Expressions,Logic,Medium,MCQ,Expression equal to 5 * (10 + 2) is,a) 5 * 10 + 2,b) 5 * 10 + 5 * 2,c) 5 + 10 * 2,d) 5 * 12 + 10,b,This is an application of the distributive property of multiplication,Ganita Prakash Ch 2
MATH_C7_1200,7,Mathematics,Connecting the Dots,Probability,Hard,MCQ,A bag has 5 red and 5 blue balls. The probability of red is,a) 1,b) 0.5,c) 0.2,d) 0.1,b,Probability is favorable outcomes 5 divided by total outcomes 10,NCERT Ch 3
MATH_C7_1201,7,Mathematics,Connecting the Dots,Coordinate Geometry,Medium,MCQ,In which quadrant do both coordinates of a point have positive values,a) Quadrant I,b) Quadrant II,c) Quadrant III,d) Quadrant IV,a,Quadrant I is the top right region where x and y are both greater than zero,Ganita Prakash Ch 13
MATH_C7_1202,7,Mathematics,Connecting the Dots,Terminology,Easy,MCQ,The x-coordinate of an ordered pair is also called the,a) Ordinate,b) Abscissa,c) Origin,d) Vertex,b,Abscissa refers to the horizontal distance of a point from the origin,Ganita Prakash Ch 13
MATH_C7_1203,7,Mathematics,Connecting the Dots,Coordinate Geometry,Medium,MCQ,If a point is located on the X-axis what is the value of its y-coordinate,a) One,b) Zero,c) Positive,d) Negative,b,Any point on the horizontal X-axis has a vertical displacement of zero,Ganita Prakash Ch 13
MATH_C7_1204,7,Mathematics,Connecting the Dots,Statistics,Hard,MCQ,Which measure of central tendency is calculated using the fair-share concept,a) Median,b) Mode,c) Arithmetic Mean,d) Range,c,The mean represents what each data point would be if the total was shared equally,Ganita Prakash Ch 13
MATH_C7_1205,7,Mathematics,Connecting the Dots,Data Literacy,Medium,MCQ,Which of the following is a statistical statement rather than a simple fact,a) New Delhi is the capital,b) I am ten years old,c) My pen might last for 2 more weeks,d) This is a math book,c,Statistical statements involve predictions or summaries based on variable data patterns,Ganita Prakash Ch 13
MATH_C7_1206,7,Mathematics,Connecting the Dots,Visualisation,Medium,MCQ,Which graph is best for comparing two different data sets side by side,a) Dot plot,b) Clustered column graph,c) Single bar graph,d) Line graph,b,Clustered column graphs - or double bar graphs - allow for easy visual comparison of two categories,Ganita Prakash Ch 13
MATH_C7_1207,7,Mathematics,Constructions and Tilings,Geometry,Hard,MCQ,Why can a regular pentagon not tile a plane on its own,a) It has 5 sides,b) Its interior angle is 108 degrees which does not divide 360,c) It is not a regular polygon,d) It is too small,b,Tessellation requires interior angles to sum exactly to 360 degrees at each vertex,Ganita Prakash Ch 14
MATH_C7_1208,7,Mathematics,Constructions and Tilings,Geometry,Medium,MCQ,Which regular polygon can tile a plane without gaps or overlaps,a) Regular Pentagon,b) Regular Hexagon,c) Regular Heptagon,d) Regular Octagon,b,Regular hexagons have 120 degree angles that fit perfectly around a point - 3 * 120 = 360,Ganita Prakash Ch 14
MATH_C7_1209,7,Mathematics,Constructions and Tilings,Terminology,Easy,MCQ,A pattern of shapes that covers a plane completely without gaps is called a,a) Symmetry,b) Tessellation,c) Construction,d) Bisector,b,Tessellation - or tiling - is a repetitive arrangement of shapes on a surface,Ganita Prakash Ch 14
MATH_C7_1210,7,Mathematics,Constructions and Tilings,Geometric Constructions,Medium,MCQ,A line that divides a segment into two equal halves at a 90 degree angle is a,a) Angle bisector,b) Perpendicular bisector,c) Parallel line,d) Median,b,The perpendicular bisector passes through the midpoint and forms a right angle with the segment,Ganita Prakash Ch 14
MATH_C7_1211,7,Mathematics,Finding the Unknown,Algebraic Rules,Hard,MCQ,Find the value of x if 5x - 4 = 7,a) 2.2,b) 3.0,c) 1.5,d) 11.0,a,Add 4 to get 5x = 11 then divide by 5 to get x = 2.2,Ganita Prakash Ch 15
MATH_C7_1212,7,Mathematics,Finding the Unknown,Equations,Medium,MCQ,In an equation the expression on the left side of the equals sign is called the,a) RHS,b) LHS,c) Variable,d) Constant,b,LHS stands for Left Hand Side representing one part of the mathematical balance,Ganita Prakash Ch 15
MATH_C7_1213,7,Mathematics,Finding the Unknown,Algebraic Patterns,Hard,MCQ,What is the rule for a matchstick pattern where each new position adds 2 sticks starting with 3,a) n + 2,b) 2n + 1,c) 3n,d) 2n - 1,b,The rule 2n + 1 gives 3 when n=1 and 5 when n=2 following the linear growth,Ganita Prakash Ch 15
MATH_C7_1214,7,Mathematics,Finding the Unknown,Inverse Operations,Medium,MCQ,Which operation is the inverse of division when solving an equation,a) Addition,b) Subtraction,c) Multiplication,d) Square root,c,Multiplication is used to undo a division operation on a variable,Ganita Prakash Ch 15
MATH_C7_1215,7,Mathematics,Finding the Unknown,Equations,Hard,MCQ,If Jasmine uses 99 matchsticks with a rule of 2n + 1 what is the position number n,a) 49,b) 50,c) 98,d) 100,a,Solve 2n + 1 = 99 by subtracting 1 to get 2n = 98 then n = 49,Ganita Prakash Ch 15
MATH_C7_1216,7,Mathematics,Arithmetic Expressions,Grouping,Medium,MCQ,According to BODMAS which part of the expression 10 - (5 - 2) is solved first,a) 10 - 5,b) 5 - 2,c) The subtraction outside,d) Brackets are not needed,b,Operations inside brackets must always be completed before moving to external operations,Ganita Prakash Ch 2
MATH_C7_1217,7,Mathematics,Working with Fractions,History,Medium,MCQ,Which ancient Indian mathematician provided early rules for multiplying fractions,a) Aryabhata,b) Brahmagupta,c) Varahamihira,d) Bhaskara,b,Brahmagupta in 628 CE detailed the methods for operating on fractions correctly,Ganita Prakash Ch 8
